Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
DevOps Foundations: DevSecOps,"Security is a major concern in the DevOps world. There is a constant push for companies to move more quickly, and security teams struggle to keep up with testing. This has led to the rise of a new field: DevSecOps. This course introduces the concept of DevSecOps and explains how an organization can build out a DevSecOps program that helps teams integrate security into the application development pipeline. Learn about the role of APIs, containers, security as code, and automation, and how a continuous integration and delivery framework can help your organization run security tests as often as developers want. Instructor Tim Chase also introduces some free tools and resources for starting your DevSecOps journey.",Course,2022-08-23 20:16 UTC,N/A,false,N/A,
SQL Essential Training (2019),"Knowing how to code and manage relational databases and database-driven applications is a valuable skill for any career in tech. Completely updated for 2019, <i>SQL Essential Training</i> is designed to help users understand the most common language for database wrangling, SQL. All the lessons have been recorded in SQLiteStudio, an intuitive and easy-to-install database manager. Instructor Bill Weinman teaches all the major features of SQL: creating tables; defining relationships; manipulating strings, numbers, and dates; using triggers to automate actions; and using subselects and views. He offers a solid working knowledge of the language and shows how to retrieve and manage data efficiently. The final chapter includes a real-world example of building a simple application using SQL.<br><br>

This course was created by Bill Weinman. We are pleased to offer this training in our library.",Course,2021-04-17 18:46 UTC,N/A,false,N/A,
AI Algorithms for Gaming,"In 1997, an IBM computer named Deep Blue beat Gerry Kasparov, a world chess champion, after a six-game match. While AI technology has grown in exciting, and often revolutionary, ways since Deep Blue's victory at the chessboard in the late 90s, many of the techniques it implemented are still relevant today. In this course, explore some of these techniques as you learn how to leverage key AI algorithms to create two-player, turn-based games that are challenging enough to keep players guessing. Instructor Eduardo Corpeño covers using the minimax algorithm for decision-making, the iterative deepening algorithm for making the best possible decision by a deadline, and alpha-beta pruning to improve the running time, among other clever approaches. Plus, he gives you a chance to try out these techniques yourself as he steps through the development of a cat trap game using Python.",Course,2021-05-28 21:16 UTC,N/A,false,N/A,
A Day In The Life of a Data Scientist,"The best way to understand what it's actually like to work as a data scientist is to spend the day with one. In this course, you can follow along with one day in the life of real data scientists working on real projects. Explore exactly what data science work looks like—getting on-the-job insights to help prepare you to tackle the next challenge or choose your next data science role. Discover how working professionals handle time management, starting from the very first hour of the workday, and tackle major tasks, such as exploring the data, mitigating bias, and presenting their findings. Another thing that separates pros from the rest is process and in chapter three, you can see how data scientists build automation, cross-functional collaboration, and other techniques into their workflows. Plus, learn how to choose and use tools, structure and work well in teams, and serve your clients.

<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""25%"" width=""25%"">",Course,2021-01-25 20:55 UTC,N/A,false,N/A,
Excel Modeling Tips and Tricks,"Excel is the most widely used data analysis software on the market, but many people in business are not using it to its full potential. Excel can be a great tool for building financial and operational models, allowing users to understand what may happen in the future and how the business can position itself. In this course, learn how to build effective and useful financial models in Excel to forecast sales and costs, profits, operational KPIs, business assets and liabilities, and much more. Instructor Michael McDonald covers rules and best practices for financial modeling and then shows how to set up single-sheet and multi-sheet financial models and add inputs and assumptions, external data, projections, and more. Plus, learn how to determine the accuracy and strength of your models and keep them up to date as the data evolves. By the end of this course, you will have the tools and tricks you need to become a master of Excel modeling for businesses ranging from restaurants and manufacturing firms to banks and software companies.",Course,2022-10-26 21:10 UTC,N/A,false,N/A,
Tableau and R for Analytics Projects,"On its own, Tableau is a powerful tool that helps professionals analyze, display, and generally make sense of the data at their fingertips. With the addition of R—a free, open-source language for data science—you can glean even more insights from your data. In this course, learn how to combine the analytical strengths of R with the visualization power of Tableau to analyze and present data more effectively. Instructor Curt Frye demonstrates how to install R and RServe; create a connection between Tableau and R; perform several types of analyses in R, from linear regression to cluster identification; and incorporate those analyses into Tableau visualizations.",Course,2022-07-03 03:00 UTC,N/A,false,N/A,
Learning Excel: Data Analysis (2019),"Microsoft Excel is an important tool for data analysis. It helps companies accurately assess situations and make better business decisions. This course helps you unlock the power of your organization's data using the data analysis and visualization tools built into Excel. Author Curt Frye starts with the foundational concepts, including basic calculations such as mean, median, and standard deviation, and provides an introduction to the central limit theorem. He then shows how to visualize data, relationships, and future results with Excel's histograms, graphs, and charts. He also covers testing hypotheses, modeling different data distributions, and calculating the covariance and correlation between data sets. Finally, he reviews the process of calculating Bayesian probabilities in Excel. Each chapter includes practical examples that show how to apply the techniques to real-world business problems.",Course,2020-05-14 04:24 UTC,N/A,false,N/A,
R Programming in Data Science: High Volume Data,"Data fills all available space, and now that storage is cheap, the amount of data has exploded. However, all that information is useless without analysis and context. The R programming language is designed to make it easier to analyze and visualize massive amounts of data. For example, R provides the ability to multiply one block of variables by another—an assumption that provides inherent advantages over other languages. This course shows why R is ideal for high volumes of data, introduces more efficient ways to use the language, and explains how to avoid the problems and capitalize on the opportunities of big data. Learn how to determine if you have enough memory and processing power, produce visualizations of big data, optimize your R code, and use advanced techniques such as parallel processing to speed up your computations. Plus, discover how to integrate R with big-data solutions such as SQL databases and Apache Spark.",Course,2020-05-08 13:55 UTC,N/A,false,N/A,
Python for Data Visualization,"Data visualization is incredibly important for data scientists, as it helps them communicate their insights to nontechnical peers. But you don’t need to be a design pro. Python is a popular, easy-to-use programming language that offers a number of libraries specifically built for data visualization. In this course from the experts at Madecraft, you can learn how to build accurate, engaging, and easy-to-generate charts and graphs using Python. Explore the pandas and Matplotlib libraries, and then discover how to load and clean data sets and create simple and advanced plots, including heatmaps, histograms, and subplots. Instructor Michael Galarnyk provides all the instruction you need to create professional data visualizations through programming.

<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""25%"" width=""25%"">",Course,2021-05-17 11:01 UTC,N/A,false,N/A,
SQL for Data Analysis,"If you’re looking to get Structured Query Language into your application development, but your story is more prequel than SQL, you need to build a solid foundational knowledge of SQL analysis. In this course, instructor Nikiya Simpson starts with a quick review of SQL basics, then focuses on fundamental SQL queries used in beginning data analysis. Nikiya explains the importance of asking the right questions of your data, as well as how those questions translate into SQL. She also shows how these concepts can be used to derive quick insights from your data to help drive effective decision-making. Nikiya finishes the course by demonstrating how to incorporate queries into tools like Microsoft Power BI to help bring you data to life.",Course,2023-01-31 19:43 UTC,N/A,false,N/A,
Python: Working with Predictive Analytics,"Data can tell many stories: where it came from <i>and</i> where it’s going. Predictive analytics gives programmers a tool to tell stories about the future: to extract usable information and make accurate predictions. These predictions, in turn, allow business to make more informed, impactful decisions. Join Isil Berkun, data scientist, to explore predictive analytics with Python. Discover how to prepare data—fill in missing values, perform feature scaling, and more—and use prebuilt Python libraries to make and evaluate prediction models. She describes what models to use when, and explains the concepts in such a way that you can immediately apply them to your own work. By the end of the course, you’ll be able to leverage Python libraries like pandas and NumPy and choose the right prediction models for your projects.",Course,2021-07-24 21:33 UTC,N/A,true,N/A,
Using Python with Excel,"Python is the world's fastest growing programming language. It's a powerful tool that is helping to streamline development <i>and</i> data science. In this course from Madecraft, you can learn how to combine the power of the Python language with the data analysis and reporting tools in Microsoft Excel. Discover how to leverage the pandas and openpyxl libraries to inspect, filter, clean, and convert data and how to build solid reports that help businesses take action. Discover how to work with large amounts of data that would be unmanageable in Excel alone. By the end of this course, viewers will learn how this combination of tools can lead businesses to better insights than ever before.<br><br>

This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""25%"" width=""25%"">",Course,2020-09-30 04:27 UTC,N/A,false,N/A,
Writing a Marketing Plan (2020),"No successful journey starts without a roadmap, and no successful marketing endeavor starts without a plan. This course helps anyone—from marketing professionals to small business owners—write effective marketing plans. Learn how to assemble a cross-functional team, analyze an existing market, and break down the plan's components into focused sections, covering strategy and tactical implementation. Instructor Drew Boyd also offers advice on how best to present and leverage the plan throughout an organization.",Course,2021-01-16 13:16 UTC,N/A,false,N/A,
"Choose the Right Tool for Your Data: Python, R, or SQL","Data professionals should choose the most effective and efficient tool for the task at hand. In some cases Python may be the right fit while R would be terrible in getting the job done, and in other cases the opposite may be true. Additionally, these coding languages are the most in-demand and essential, not only in data professions but also in several other tech fields. In this course Megan Lieu covers the use cases, pros and cons, and similarities and differences between using Python, R, and SQL in data projects. Megan covers the fundamentals you need to know for each language, shares real-world applications and examples for each, and shows you some case studies to show how you can use Python, R, and SQL to build your own projects.",Course,2022-09-25 03:59 UTC,N/A,false,N/A,
Python for Data Science Essential Training Part 1,"<i>Python for Data Science Essential Training</i> is one of the most popular data science courses at LinkedIn Learning. It has now been updated and expanded to two parts—for even more hands-on experience with Python. In this course, instructor Lillian Pierson takes you step by step through a practical data science project: a web scraper that downloads and analyzes data from the web. Along the way, she introduces techniques to clean, reformat, transform, and describe raw data; generate visualizations; remove outliers; perform simple data analysis; and generate interactive graphs using the Plotly library. You should walk away from this training with basic coding experience that you can take to your organization and quickly apply to your own custom data science projects.",Course,2020-04-18 20:28 UTC,N/A,false,N/A,
SOLIDWORKS: Animations,"By bringing your designs to life with animation, you can communicate precisely how your product should move—and show off how your product works in general. SOLIDWORKS offers tools and functions that can help engineering, design, and product teams generate animations of existing designs. In this course, learn what you need to know to create animations with this powerful 3D CAD software. Instructor Justin Flett steps through how to generate simple animations with the Animation Wizard, as well as how to create more complex animations using manual techniques and motion drivers. Plus, learn about basic physics-based motion and walkthrough animations.",Course,2020-01-02 19:18 UTC,N/A,false,N/A,
Advanced SQL for Application Development,"Many applications require a relational database. But poorly designed data architecture and poorly written SQL can result in subpar performance, unreliable services, and difficulty scaling. This course includes hands-on examples and lessons that show how to build scalable and resilient databases to support any application. Learn how to write optimized SQL for transaction processing, use indexes to reduce read latency, partition data to improve scalability, and use established design patterns. Instructor Dan Sullivan also explores object relational mapping and shows how to respond to database errors such as query timeouts and refused connections. After completing this course, you will be able to design robust database applications that can scale to meet increasingly demanding workloads.",Course,2020-10-20 08:08 UTC,N/A,false,N/A,
Agile Project Leadership,"Agile environments present some unique challenges and opportunities for leadership. In this course, instructor Kelley O’Connell covers leadership definitions, agile leadership objectives and techniques, and leadership stabilization. Kelley explains why leadership is necessary in agile environments, then goes over traditional leadership functions and how agile leadership is different. She defines essential new leadership skills and discusses how you can transform yourself into an agile leader and help your team and organization shift successfully to agile, as well. Kelley describes key agile leadership techniques, then concludes by sharing ways you can establish team values, apply organizational strategy, define priorities, and more.",Course,2023-01-06 21:33 UTC,N/A,false,N/A,
Learning Java 8,"Java is one of the top-five programming languages, and is used for websites, embedded controllers, and Android app development. This is an introduction to get you started programming with Java. Peggy Fisher introduces the basics: data types, strings, arrays, expressions, loops, and functions. She'll help you control the flow and logic of your code, and create classes using the principles of object-oriented design. Then go a bit beyond the basics and learn advanced techniques for working with arrays, manipulating files, and building graphical user interfaces (GUIs) that respond to user input. This three-hour capsule course is perfect for developers who need to get up to speed with Java fast, as well as for beginning programmers who want their first taste of this popular language.",Course,2019-12-20 05:52 UTC,N/A,false,N/A,
Becoming an AI-First Product Leader,"<div><a href=""https://www.linkedin.com/newsletters/6835697037271457792?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Tomer's LinkedIn Newsletter</a></div><br>Artificial intelligence is changing the world, powering everything from advertising to education. Becoming a successful product leader is anchored to an AI-first mindset—and you can't lead what you don't understand. Join Tomer Cohen in this AI primer for product leaders. Learn the current use cases for AI and see how AI is impacting your role and popular products in the marketplace, including those at LinkedIn. Explore the three components of AI: the algorithms, the data, and the objective. Tomer also explains how to adopt AI product principles, shifting the mindset of your entire organization. The course wraps up with a discussion of the future of AI and its impact on product leaders like you.",Course,2020-12-30 18:35 UTC,N/A,false,N/A,
AWS Machine Learning by Example,"Take a deeper dive into machine learning with Amazon Web Services (AWS). In this practical course, instructor Jonathan Fernandes helps to familiarize you with common machine learning tasks, demonstrating how to approach each one using key techniques: binary classification, multiclass classification, and regression. Throughout the course, he walks through several examples, using Kaggle datasets for hands-on exploration. Plus, he reviews some essential machine learning concepts and helps to familiarize you with other AWS capabilities, including SageMaker and Deep Learning AMIs.",Course,2020-12-14 20:02 UTC,N/A,false,N/A,
Data Science & Analytics Career Paths & Certifications: First Steps,"The career opportunities in data science, big data, and data analytics are growing dramatically. If you're interested in changing career paths, determining the right course of study, or deciding if certification is worth your time, this course is for you.<br><br>

Jungwoo Ryoo is a professor of information science and technology at Penn State. Here he reviews the history of data science and its subfields, explores the marketplaces for these fields, and reveals the five main skills areas: data mining, machine learning, natural language processing (NLP), statistics, and visualization. This leads to a discussion of the five biggest career opportunities, the six leading industry-recognized certifications available, and the most exciting emerging technologies. Along the way, Jungwoo discusses the importance of ethics and professional development, and provides pointers to online resources for learning more.",Course,2020-05-30 08:01 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:693071,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:693071,Course,2020-12-03 05:31 UTC,N/A,false,N/A,
The Step-by-Step Guide to Building your Thought Leadership on LinkedIn,"Generating business, reaching new clients, or acting as a spokesperson for your company or product—there are many benefits to building your thought leadership on LinkedIn. Whether you are a seasoned professional or just starting out, Alexandra Galviz (""Authentic Alex”) can help. Alex is a Linked Top Voice for the UK and the cofounder of #LinkedInLocal. In this course, she offers a step-by-step guide to using LinkedIn to reach audiences and establish your expertise. She explains how to craft an authentic voice, grow your audience of brand ambassadors, and create courageous content. Each chapter is filled with examples of her favorite thought leaders in the UK, from entrepreneurs to business leaders. By the end, you’ll be sharing your stories in an authentic and relatable way and creating a deeper connection with your network.",Course,2020-12-05 19:03 UTC,N/A,false,N/A,
Learning C (2014),"C: released in 1973 but still at the center of it all. Get a quick introduction to the vocabulary and basics of programming in C, the language that inspired C++, Objective-C, and many others. Dan Gookin covers flow control, variables, and other ""getting started"" topics, but also introduces advanced concepts such as pointers and memory allocation. Challenge movies allow you to test your learning along the way.",Course,2019-04-17 03:00 UTC,N/A,false,N/A,
Nano Tips for Using Excel with Miss Excel (2021),"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>Here, join Miss Excel (aka Kat Norton)—a Microsoft MVP with 750,000+ followers on TikTok—as she shares tips and answers to common questions about Microsoft Excel, all set to a beat. Topics include fixing data in Excel (PivotTable), the filter function in Excel (VLOOKUP), VBA basics in Excel, and more. Each high-energy video offers up quick fixes for things you need to know right now about Excel and also prepares you for more in-depth learning.",Course,2022-07-10 14:58 UTC,N/A,false,N/A,
Microsoft Project for the Web: Reporting with Power BI,"Create clearer, more visually compelling project reports using Power BI, the data visualization tool included with Office. In this course, John Riopel, PMP, gives project management professionals a crash course in Power BI, explaining how it can be used to create more robust project reports. John starts with the basics, explaining the main components of Power BI and showing you how to work with tables, filter the right data using slicers, and format a basic report. Next, John covers more intermediate features of Power BI, such as using samples and content packs, working with measures, and using conditional formatting. Finally, John explains how to work with advanced features, like creating and fine-tuning dashboards in Power BI, merging datasets, and adding custom visuals to your report.",Course,2023-03-10 14:06 UTC,N/A,false,N/A,
Learning to Teach Online,"Technology has changed the nature of education—and the jobs of educators. Online instruction requires different methods to help students learn. This course is designed to help corporate trainers and teachers update their skill sets to teach effectively online. Staff author Oliver Schinkten draws the connections between high-quality instruction and online education. He provides a framework for creating a digital classroom and guidance to get students interacting with the course material, the instructor, and each other. Collaboration is the key to making the learning experience more dynamic. Plus, Oliver shows how to make sure your lessons are accessible to students of all ability levels.",Course,2020-05-26 08:58 UTC,N/A,false,N/A,
Oracle Database 19c: PL/SQL,"PL/SQL is the companion programming language to Oracle Database. Having a modern programming language that integrates with the database itself makes the Oracle Database platform scalable and extensible for more applications. In this course, Bob Bryla reviews the major features of Oracle PL/SQL under Oracle Database 19c. Bob covers key aspects of this procedural language, including looping, conditional statements, and exception handling when something goes wrong. He shows how to more effectively use the built-in procedures of PL/SQL, as well as write your own. Plus, he covers the PL/SQL security model and demonstrates how to run SQL queries and DDL statements from within PL/SQL.",Course,2022-08-16 11:33 UTC,N/A,false,N/A,
Data Science Foundations: Python Scientific Stack (2017),"Data science provides organizations with striking—and highly valuable—insights into human behavior. While data mining can seem a bit daunting, you don't need to be a highly-skilled programmer to process your own data. In this hands-on course, learn how to use the Python scientific stack to complete common data science tasks. Miki Tebeka covers the tools and concepts you need to effectively process data with the Python scientific stack, including Pandas for data crunching, matplotlib for data visualization, NumPy for numeric computation, and more.",Course,2020-05-21 23:10 UTC,N/A,true,N/A,
Employer Branding to Attract Talent,"In the war for talent, having a strong brand can help you attract and retain the most talented employees. Candidates want to work for employers with great reputations—who are known for fairness, flexibility, independence, strong leadership, and opportunities for growth. In this course, leadership consultant and coach Roberta Matuson helps employers understand what top talent considers when evaluating organizations as potential employers, and explains how to build an employer brand to attract talent and keep it compelling and relevant. Become the company people dream of working for—build your brand as a top employer.",Course,2018-09-20 02:49 UTC,N/A,false,N/A,
Advanced NLP with Python for Machine Learning,"An incredible amount of unstructured text data is generated every day by social media, web pages, and a variety of other sources. But without the ability to tame and harness that data, you'll be unable to glean any value from it. In this course, learn how to translate messy text data into powerful insights using Python. Instructor Derek Jedamski begins 
with a quick review of foundational NLP concepts, including how to clean text data and build a model on top of vectorized text. He then jumps into more complex topics such as word2vec, doc2vec, and recurrent neural networks. To wrap up the course, he lends these concepts a real-world context by applying them to a machine learning problem.",Course,2021-01-15 07:58 UTC,N/A,false,N/A,
SQL Server Machine Learning Services: Python,"Learn how to analyze SQL Server data with Python. Database expert Adam Wilbert shows how to use a powerful combination of tools, including high-performance Python libraries and the Machine Learning Services add-on, directly inside SQL Server to streamline analysis. Adam shows how to use Python scripts to perform statistical analysis, generate graphics such as scatterplots and bar charts, and process tabular data. He also explains how to turn a Python script into a stored procedure and set up standalone ML services to execute scripts without impacting SQL Server performance.",Course,2021-04-16 14:51 UTC,N/A,false,N/A,
Writing a Tech Resume,"When you apply for technology jobs, your resume is your opportunity to stand out from the crowd. Emma Bostian shows you how to showcase your technology skills, framing them to impress recruiters and potential employers. Discover how to tailor the content and length to catch a hiring manager’s eye. Learn how to leverage minor design details like spacing, font choice, and color palette to differentiate your resume from the rest, without stepping too far out. Plus, learn how to create a professional online presence on the platforms tech recruiters use most: LinkedIn and GitHub.",Course,2021-05-06 11:28 UTC,N/A,false,N/A,
Microsoft Azure Synapse for Developers (2020),"Data powers decision-making. And to effectively leverage data to support business insights, companies must be able to query data and run analytics at a large scale. Azure Synapse, formerly known as Azure SQL Data Warehouse, can help. This powerful analytics service blends big data analytics with data warehousing, offering organizations a way to store large amounts of incoming data for a reasonable cost. In this course, instructor Nertil Poci helps developers get up and running with Azure Synapse and build their first data warehouse. Nertil goes over the benefits that Azure Synapse offers, as well as how to provision a data warehouse, load and query data, and leverage best practices to minimize costs and optimize your data warehouse. Along the way, he shares challenges that allow you to practice your new skills.",Course,2021-01-02 07:23 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2020-09-22 12:45 UTC,N/A,false,N/A,
Learning Kubernetes (2018),"Kubernetes is the world's most popular open-source container orchestration engine. It offers the ability to schedule and manage containers—Docker or otherwise—at scale. This course introduces developers, DevOps engineers, and IT pros to Kubernetes. First, learn how to get a Kubernetes environment up and running on Mac or Windows using Minikube, and understand the components for Kubernetes. Next, deploy a sample Kubernetes application and manage it with the Kubernetes dashboard. Instructor Karthik Gaekwad also shows how to deploy a more complicated application with a database and APIs. Then learn how to run jobs and cron jobs. Finally, explore more advanced topics, including production deployments, namespaces, monitoring and logging, and authentication and authorization.",Course,2021-06-01 14:34 UTC,N/A,false,N/A,
Microservices Foundations,"Microservices is a major architectural pattern in the software industry, and having an overview of what this architecture is-and what it isn't-is critical as a starting point to evaluating this model. This course covers the basic concepts of microservices, to help you determine if this architectural model is the right fit for you and your team. Instructor Frank Moley kicks off the course by briefly discussing how microservices fit into the history of software architecture, and going into some of the other notable patterns that have emerged in recent years. Frank then helps to familiarize you with some core concepts of microservices, including bounded contexts and the API layer. He also goes over some of the more advanced areas of the architecture, as well as the importance of embracing a DevOps culture should you choose to move to microservices.",Course,2020-11-23 11:10 UTC,N/A,false,N/A,
Raspberry Pi Essential Training,"In this introductory class to the Raspberry Pi, technologist Mark Niemann-Ross explains the vocabulary associated with this single-board computer, then shows you how to plug in peripherals and perform basic computing tasks. Mark first describes how the Raspberry Pi compares to other computers and how it can be used as a media server, musical instrument, robotics controller, and more. He covers the members of the Raspberry Pi family and how to select the one that is right for you and the accessories that you need to use it effectively. Mark walks you through connecting your Raspberry Pi to wi-fi and ethernet, as well as getting it started. After examining operating systems for Raspberry Pi, he goes into why a virtual networking computer (VNC) for Raspberry Pi can be very helpful and how you can enable and use one. Mark discusses sound on your Raspberry Pi and how to use and control the GPIO board. After going over Raspberry Pi hardware, he dives into the Raspberry Pico microcontroller, then finishes up with how to run the Raspberry Pi OS on other computers.
<br><br>
Note: This course was created by Mark Niemann-Ross. We are pleased to host this training in our library.",Course,2023-03-17 19:15 UTC,N/A,false,N/A,
Agile Foundations,"Teams that embrace an agile mindset are often better able to respond to customer feedback and shifting business needs—and have a bit more fun in the process. Interested in bringing the principles of agile to your team? This course can help. Join Doug Rose as he steps through the fundamental concepts you need to know to start thinking like an agile team. Doug goes over the values and principles covered in the agile manifesto, as well as how to enhance communication with user stories and cross-functional teams. Discover how to respond to change the agile way, explore popular agile frameworks, and learn about the common roles on an agile team. Along the way, Doug provides you with some exercises that can help boost your team's agility and productivity.",Course,2021-04-12 17:07 UTC,N/A,false,N/A,
Developing Your Emotional Intelligence,"<div><a href=""https://www.linkedin.com/newsletters/6661628561960558592?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Gemma's LinkedIn Newsletter</a></div><br>Emotional intelligence can help you build effective relationships at work. Executive coach and organizational psychologist Gemma Roberts explains what emotional intelligence (EQ) is and why it's important. She helps you become more self-aware so that you can identify triggers that may hijack your performance. Gemma also helps you align your intentions and your impact so that you can build strong and collaborative relationships.",Course,2022-08-01 18:54 UTC,N/A,false,N/A,
Web Scraping with Python,"Instructor Ryan Mitchell teaches the practice of web scraping using the Python programming language. Ryan helps you understand how a human browsing the web is different from a web scraper. She introduces the Chrome developer tools and how to use them to examine network calls. Ryan shows you how to install Scrapy with pip and how to write some ""Hello, World"" code to scrape a simple web page. She covers how to use the Scrapy LinkExtractor to find internal links on a web page, then demonstrates how to configure Scrapy and the ItemPipeline to write data to various file formats. Ryan walks you through best practices for organizing your projects, writing reusable parsers, and future-proofing your spiders. She explains how APIs work and how they can be used to retrieve data directly. Ryan explores headers and cookies, then goes into browser automation and how to integrate Selenium with Scrapy. In conclusion, she offers ideas to continue your studies in computer science and think creatively about automation.",Course,2021-03-01 05:27 UTC,N/A,false,N/A,
Applied Machine Learning: Foundations,"Anyone who can write basic Python is capable of fitting a simple machine learning model on a clean dataset. The competitive edge comes in the ability to customize and optimize those models for specific problems. The workflow used to build effective machine learning models and the methods used to optimize those models are typically not algorithm or problem specific. In this course, the first installment in the two-part Applied Machine Learning series, instructor Derek Jedamski digs into the foundations of machine learning, from exploratory data analysis to evaluating a model to ensure it generalizes to unseen examples. Instead of zeroing in on any specific machine learning algorithm, Derek focuses on giving you the tools to efficiently solve nearly any kind of machine learning problem.",Course,2020-11-13 05:31 UTC,N/A,false,N/A,
Nano Tips for Developing Magnetic Charisma with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, find out why charisma is such a valuable skill and how you can develop your own charisma with ease, exploring key insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.<br><br>Gather strategies to build authentic charisma to start creating better first impressions and new connections today. Get tips on energizing others with charismatic presence and magnetic communication. Along the way, Shadé shows you techniques for using eye contact, pauses, presentation starts, tension-building tools, simplified language, genuine care, and more.",Course,2022-10-18 09:28 UTC,N/A,false,N/A,
Learning Java Threads,"Threads are independent paths of code execution that run concurrently in a Java program. Your app can use threads to multitask: perform time-intensive tasks and run them in the background. This allows the application to remain responsive to users. While multithreaded programming in Java has a reputation for difficulty, most developers can untangle it with smart, designed-for-concurrency constructs that are standard with the Java platform. Join staff instructor Peggy Fisher in this course as she helps you untangle Java threads. Watch and learn how to create, manage, sync, and lock threads, and review concurrency utilities that will make multithreaded programming a lot easier.",Course,2018-09-20 02:38 UTC,N/A,false,N/A,
SQL: Data Reporting and Analysis (2019),"Do you rely on IT to get the data you need? Are you often stuck waiting in line for data, and wish you could just retrieve it yourself? In this course, learn how to get the data you want by writing a bit of SQL code. You won't just be able to pull data out of the database; you'll be able to manipulate it: merging it, grouping it, and relabeling it to get just the report you want. Join Emma Saunders as she shows how to write simple SQL queries for data reporting and analysis using a publicly accessible online database. Learn how to filter, group, and sort data, using built-in SQL functions to format or calculate results. Discover how to perform more complex queries, such as joining data together from different database tables. Last but not least, she introduces views, procedures, functions, and variables.",Course,2021-02-03 14:25 UTC,N/A,false,N/A,
Applied Machine Learning: Feature Engineering ,"The quality of the predictions coming out of your machine learning model is a direct reflection of the data you feed it during training. Feature engineering helps you extract every last bit of value out of data. This course provides the tools to take a data set, tease out the signal, and throw out the noise in order to optimize your models. The concepts generalize to nearly any kind of machine learning algorithm. Instructor Derek Jedamski provides a refresher on machine learning basics and a thorough introduction to feature engineering. He explores continuous and categorical features and shows how to clean, normalize, and alter them. Learn how to address missing values, remove outliers, transform data, create indicators, and convert features. In the final chapters, Derek explains how to prepare features for modeling and provides four variations for comparison, so you can evaluate the impact of cleaning, transforming, and creating features through the lens of model performance.",Course,2021-09-21 09:47 UTC,N/A,false,N/A,
Building a Recommendation System with Python Machine Learning & AI,"Discover how to use Python—and some essential machine learning concepts—to build programs that can make recommendations. In this hands-on course, Lillian Pierson, P.E. covers the different types of recommendation systems out there, and shows how to build each one. She helps you learn the concepts behind how recommendation systems work by taking you through a series of examples and exercises. Once you're familiar with the underlying concepts, Lillian explains how to apply statistical and machine learning methods to construct your own recommenders. She demonstrates how to build a popularity-based recommender using the Pandas library, how to recommend similar items based on correlation, and how to deploy various machine learning algorithms to make recommendations. At the end of the course, she shows how to evaluate which recommender performed the best.",Course,2020-04-27 11:36 UTC,N/A,false,N/A,
C++: Smart Pointers,"Dive deeper into C++ with smart pointers: intelligent objects that ensure memory and other resources are allocated appropriately and efficiently. Smart pointers are a key component of C++ resource management and a valuable skill for any developer. In this course, Bill Weinman shows how to create unique and shared pointers, use weak and custom pointers, and choose the right smart pointer for your programming objective.",Course,2018-07-26 10:38 UTC,N/A,false,N/A,
